Index,Timestamp,Water,Surrounding,Humidity,SR-04,Gas,Growth
1,2024-10-01 08:00:00,489,22.7,59,0.49,420,0.2
2,2024-10-02 08:00:00,509,23.4,64,0.48,413,0.3
3,2024-10-03 08:00:00,518,23.7,60,0.47,416,0.4
4,2024-10-04 08:00:00,485,23.2,60,0.5,412,0.5
5,2024-10-05 08:00:00,501,23.6,65,0.48,410,0.6
6,2024-10-06 08:00:00,525,22.5,63,0.48,415,0.7
7,2024-10-07 08:00:00,482,23.4,59,0.51,417,0.8
8,2024-10-08 08:00:00,493,24.4,62,0.49,418,0.9
9,2024-10-09 08:00:00,483,23.2,60,0.45,411,1.0
10,2024-10-10 08:00:00,486,23.4,59,0.5,414,1.1
11,2024-10-11 08:00:00,505,24.3,60,0.47,414,1.2
12,2024-10-12 08:00:00,509,22.5,64,0.47,420,1.3
13,2024-10-13 08:00:00,480,22.6,66,0.49,413,1.4
14,2024-10-14 08:00:00,513,24.4,60,0.46,412,1.5
15,2024-10-15 08:00:00,488,23.9,62,0.5,411,1.6
16,2024-10-16 08:00:00,491,24.0,61,0.46,414,1.7
17,2024-10-17 08:00:00,520,23.0,64,0.5,418,1.8
18,2024-10-18 08:00:00,488,23.1,59,0.46,415,1.9
19,2024-10-19 08:00:00,515,24.0,65,0.5,411,2.0
20,2024-10-20 08:00:00,485,23.5,62,0.5,417,2.1
21,2024-10-21 08:00:00,504,23.8,61,0.48,419,2.2
22,2024-10-22 08:00:00,504,24.0,62,0.5,414,2.3
23,2024-10-23 08:00:00,509,23.3,59,0.47,420,2.4
24,2024-10-24 08:00:00,495,23.6,65,0.46,420,2.5
25,2024-10-25 08:00:00,488,23.5,61,0.48,416,2.6
26,2024-10-26 08:00:00,516,24.4,59,0.47,412,2.7
27,2024-10-27 08:00:00,517,23.4,65,0.51,419,2.8
28,2024-10-28 08:00:00,516,23.9,62,0.46,420,2.9
29,2024-10-29 08:00:00,517,24.0,62,0.48,414,3.0
30,2024-10-30 08:00:00,502,23.6,61,0.5,417,3.1
31,2024-10-31 08:00:00,518,23.8,66,0.46,410,3.2
32,2024-11-01 08:00:00,508,22.6,64,0.48,413,3.3
33,2024-11-02 08:00:00,492,24.1,62,0.46,410,3.4
34,2024-11-03 08:00:00,483,23.4,64,0.5,413,3.5
35,2024-11-04 08:00:00,496,23.0,63,0.48,413,3.6
36,2024-11-05 08:00:00,493,23.8,60,0.45,412,3.7
37,2024-11-06 08:00:00,506,23.5,66,0.46,417,3.8
38,2024-11-07 08:00:00,482,23.6,61,0.51,415,3.9
39,2024-11-08 08:00:00,491,23.7,61,0.5,410,4.0
40,2024-11-09 08:00:00,512,24.3,62,0.5,412,4.1
41,2024-11-10 08:00:00,525,23.7,64,0.46,415,4.2
42,2024-11-11 08:00:00,497,24.5,59,0.47,418,4.3
43,2024-11-12 08:00:00,495,23.5,60,0.46,416,4.4
44,2024-11-13 08:00:00,508,23.5,65,0.47,419,4.5
45,2024-11-14 08:00:00,493,23.8,61,0.48,418,4.6
46,2024-11-15 08:00:00,482,23.8,64,0.48,420,4.7
47,2024-11-16 08:00:00,481,23.9,60,0.47,412,4.8
48,2024-11-17 08:00:00,503,23.4,64,0.51,416,4.9
49,2024-11-18 08:00:00,527,23.6,66,0.47,413,5.0
50,2024-11-19 08:00:00,524,22.8,63,0.5,412,5.1
51,2024-11-20 08:00:00,508,22.6,66,0.51,418,5.1
52,2024-11-21 08:00:00,501,22.7,62,0.45,414,5.2
53,2024-11-22 08:00:00,500,23.6,64,0.46,412,5.3
54,2024-11-23 08:00:00,530,23.9,65,0.5,416,5.4
55,2024-11-24 08:00:00,520,24.4,59,0.48,417,5.5
56,2024-11-25 08:00:00,515,23.3,61,0.48,416,5.6
57,2024-11-26 08:00:00,484,24.0,64,0.51,418,5.7
58,2024-11-27 08:00:00,509,23.4,62,0.51,412,5.8
59,2024-11-28 08:00:00,500,23.6,60,0.5,411,5.9
60,2024-11-29 08:00:00,480,23.7,60,0.5,417,6.0
61,2024-11-30 08:00:00,529,23.6,60,0.49,411,6.1
62,2024-12-01 08:00:00,503,23.3,65,0.5,420,6.2
63,2024-12-02 08:00:00,506,23.4,63,0.5,415,6.3
64,2024-12-03 08:00:00,493,24.3,61,0.48,411,6.4
65,2024-12-04 08:00:00,525,23.6,60,0.5,420,6.5
66,2024-12-05 08:00:00,511,24.5,66,0.46,413,6.6
67,2024-12-06 08:00:00,480,23.6,65,0.5,412,6.7
68,2024-12-07 08:00:00,482,22.8,61,0.48,420,6.8
69,2024-12-08 08:00:00,493,23.3,60,0.49,417,6.9
70,2024-12-09 08:00:00,502,23.4,59,0.45,410,7.0
71,2024-12-10 08:00:00,484,23.0,59,0.48,411,7.1
72,2024-12-11 08:00:00,481,23.0,66,0.51,414,7.2
73,2024-12-12 08:00:00,508,23.5,62,0.47,412,7.3
74,2024-12-13 08:00:00,502,22.6,61,0.5,412,7.4
75,2024-12-14 08:00:00,485,22.8,62,0.46,420,7.5
76,2024-12-15 08:00:00,482,23.2,60,0.47,416,7.6
77,2024-12-16 08:00:00,525,23.4,60,0.49,416,7.7
78,2024-12-17 08:00:00,491,24.4,59,0.45,412,7.8
79,2024-12-18 08:00:00,515,23.3,59,0.47,418,7.9
80,2024-12-19 08:00:00,487,24.0,62,0.48,420,8.0
81,2024-12-20 08:00:00,514,23.4,62,0.45,419,8.1
82,2024-12-21 08:00:00,507,23.3,62,0.48,414,8.2
83,2024-12-22 08:00:00,512,23.0,66,0.46,412,8.3
84,2024-12-23 08:00:00,518,22.8,64,0.51,416,8.4
85,2024-12-24 08:00:00,516,22.7,61,0.5,414,8.5
86,2024-12-25 08:00:00,501,24.3,62,0.48,419,8.6
87,2024-12-26 08:00:00,522,23.1,65,0.49,414,8.7
88,2024-12-27 08:00:00,494,22.8,65,0.45,417,8.8
89,2024-12-28 08:00:00,491,23.2,64,0.48,416,8.9
90,2024-12-29 08:00:00,482,24.5,59,0.48,412,9.0
91,2024-12-30 08:00:00,502,22.7,64,0.5,414,9.1
92,2024-12-31 08:00:00,525,23.3,65,0.5,419,9.2
93,2025-01-01 08:00:00,481,24.2,66,0.48,413,9.3
94,2025-01-02 08:00:00,494,22.6,66,0.5,411,9.4
95,2025-01-03 08:00:00,517,24.3,60,0.47,412,9.5
96,2025-01-04 08:00:00,490,24.3,62,0.49,410,9.6
97,2025-01-05 08:00:00,518,23.3,59,0.51,419,9.7
98,2025-01-06 08:00:00,486,23.2,61,0.47,413,9.8
99,2025-01-07 08:00:00,490,23.7,65,0.49,419,9.9
100,2025-01-08 08:00:00,483,23.5,59,0.48,420,10.0
